PoseX_m;PoseY_m;PosePhi_rad;IndiceWaypoint;WP_X_m;WP_Y_m;DistWaypoint_m;ErrorAngular_rad;EstadoArbitro;timestamp_s
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;122.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;123.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;124.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;125.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;126.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;127.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;128.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;129.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;130.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;131.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;132.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;133.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;134.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;135.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;136.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;137.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;138.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;139.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;140.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;141.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;142.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;143.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;144.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;145.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;146.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;147.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;148.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;149.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;150.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;151.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;152.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;153.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;154.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;155.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;156.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;157.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;158.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;159.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;160.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;161.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;162.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;163.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;163.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;163.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;163.488
